index,SMILES,new name,old name,homo,lumo,bandgap
841,C1=C(Cc2cscc2C1),861,829,-6.238318868,-0.413340939,5.824977929
842,c1csc2c1cc1c(ccs1)c2C=C,863,519,-5.512482383,-1.586423748,3.926058635
843,c1sc(c2c1[C@H](C)CCC2),864,207,-6.149337639,-0.354836461,5.794501178
844,c1sc(c2c1[C@H](C(=O)C(F)(F)F)CCC2),865,466,-6.537480835,-1.737909529,4.799571307
845,C1=c2ccccc2=C(C1=C),866,73,-5.143142254,-2.698743535,2.444398719
846,c1sc(c2c1CCC[C@H]2C=O),867,838,-6.264713912,-0.814654446,5.450059466
847,C1=C(c2c3c(cccc13)ccc2),868,853,-6.064029947,-2.181536739,3.882493208
848,c1n(CC)c(cc1),869,387,-5.67175062,0.895200145,6.566950766
849,c1scc2c1C(=C[S@@]2[O]),870,429,-6.209610857,-1.711650542,4.497960315
850,c1scc(N(O)O)c1N(O)OC=C,871,786,-6.032110992,-0.626787043,5.405323949
851,c1cnc2c1c(=S)c1c2ncc1C=C,872,331,-6.227924119,-3.971283957,2.256640162
852,c1c(c2c(s1)[C@H]1[C@H](C2(CC)CC)CCS1),873,59,-5.764432598,-0.474784246,5.289648351
853,c1c([CH2])c(c2c1ccsc2)C=C,874,547,-4.884253137,-1.553280281,3.330972855
854,c1sc(c2c1cc(C(=O)OC)s2)C=C,875,223,-5.667206319,-2.083466908,3.583739411
855,c1sc(c2c1SCCS2),876,36u,-5.667668912,-0.578813371,5.088855541
856,C1=CC2=C(C1)C=C(C2)C=C,877,572,-5.045045211,-1.452734214,3.592310997
857,c1sc(c2c1C[C@H](C(=O)C(F)(F)F)CC2),878,851,-6.38452564,-1.745936888,4.638588753
858,c1c2cscc2c(nn1),879,124,-6.32302791,-2.360016214,3.963011696
859,c1c(oc2cscc2s1)C=C,880,641,-5.238055565,-1.057788171,4.180267394
860,c1sc(c2c1[C@H](C(=O)C)CCC2)C=C,882,396,-5.904407962,-1.320350825,4.584057137
861,c1c2cS(F)cc2ccc1C=C,883,247,-5.931347234,-2.740404166,3.190943068
862,c1cc(cc2c1ccc1c2cccc1),884,332,-5.989987768,-1.283588244,4.706399524
863,c1scc2c1C(=[S@@](OC)C(=C2)OC),885,133,-5.408235567,-1.466475963,3.941759604
864,c1sc2c(c1)oc1c2sc(c1)C=C,887,311,-5.456263662,-1.655676723,3.800586939
865,c1sc(c2c1[nH]c(N(=O)=O)c2)C=C,888,44,-5.782990762,-2.840269949,2.942720813
866,c1ccc2c(c1)oc1c2ccc(c1),889,373,-6.258536927,-1.231668922,5.026868006
867,c1sc(c2c1cc(F)c(F)c2),890,19,-5.897958864,-1.853612338,4.044346526
868,c1sc(c2c1C[C@H](S)[C@@H](O)C2)C=C,891,981,-6.050152141,-1.410638201,4.63951394
869,c1oc(cc1OC),892,442,-5.7680245,0.265202159,6.033226659
870,c1sc(c2c1c(N(=O)=O)ccc2),893,599,-6.286238117,-2.838283518,3.4479546
871,c1sc(c(c1C=C)OC),894,839,-5.89414927,-0.980807163,4.913342107
872,c1sccc1N(CC)C=C,895,316,-5.143550425,-0.373612317,4.769938108
873,c1oc2c(c1)C(=O)c1c2oc(c1)C=C,897,342,-5.546360558,-2.58037401,2.965986548
874,c1c2c(OCC)c3c(c(c2sc1)OCC)cc(s3)C=C,898,91,-5.151822686,-1.606614596,3.54520809
875,c1scc2c1C=C(C2),899,592,-5.889795449,-0.717455378,5.17234007
876,c1scc2c1c(c(cc2)N)C=C,901,822,-5.028881648,-1.506558333,3.522323315
877,c1c2cccc(c2cs1)C=C,902,382,-5.491774519,-1.800278024,3.691496495
878,c(s1)cc(c(=C(CN)(CN))2)c1c(s3)c2cc3,903,629,-5.261076397,-1.770563191,3.490513206
879,c1c(OCC)cc(OCC)c(c1),904,185,-5.78255538,0.055728917,5.838284297
880,c1sc(c(c1)C(=O)C)C=C,905,448,-6.248523138,-2.031819699,4.216703439
881,N1C(=O)C(c2c1cc(cc2)C)C1C(=O)N(c2c1ccc(C)c2),907,455,-5.840542842,-0.710598109,5.129944732
882,C1=[S]C(=O)C2=C1C(=O)[S]=C2C=C,908,879,-6.436118426,-3.342020678,3.094097748
883,N1c2cscc2N(CC(=O)C1),909,780,-5.314465134,-0.807389006,4.507076129
884,C#Cc1sc(cc1)C#CC=C,911,563,-5.847617802,-2.070432654,3.777185147
885,c1scc2c1C[C@H](C)[C@H](C2)C(=C)C=C,912,12,-6.161120169,-0.897431479,5.26368869
886,c1oc(c(c1OC)C#N),913,956,-6.51949411,-1.094768443,5.424725667
887,C1=CC2=CC(=NC2=C1)C=C,914,961,-5.632158055,-3.195949963,2.436208092
888,c1sc(c2c1c(C=C)ccc2C)C=C,915,543,-5.230245898,-2.003764761,3.226481137
889,c1sc(c2c1sc(N(=O)=O)c2)C=C,916,377,-6.132167255,-3.015320789,3.116846466
890,c1sc(c2c1occ2)C=C,917,828,-5.578061821,-1.577770528,4.000291293
891,c1sc(c(c1C)C),918,962,-6.19532488,-0.239868359,5.955456521
892,c1cc(CC)c(c(c1)CC)/C=C(/C),919,165,-6.41320644,-0.158914489,6.254291951
893,c1sc(c2c1c(C)ccc2)C=C,920,913,-5.333213779,-1.823053953,3.510159826
894,c1sc(c2c1cc(C(F)(F)F)cc2),921,240,-6.050424254,-2.042513773,4.007910481
895,c1scc2c1c(ccc2O)C=C,922,876,-5.197238488,-1.590260554,3.606977934
